tiempo,corriente,voltaje,potencia,SOC
832.0,0.0972845,3.511607,0.3416249311915,0.3997873339369664
833.0,0.0960295,3.511669,0.3372238182355,0.39978320329594075
834.0,0.097151,3.511732,0.3411682755319999,0.3997790755074792
835.0,0.096326,3.511738,0.3382716745879999,0.3997749413835476
836.0,0.097159,3.511863,0.341209097217,0.3997708070886758
837.0,0.0947605,3.511939,0.3327930956095,0.3997667062446587
838.0,0.097075,3.511805,0.3409084703749999,0.39976260719551343
839.0,0.096267,3.512095,0.338098849365,0.3997584759561972
840.0,0.0962585,3.511908,0.338050996218,0.39975436216346216
841.0,0.093436,3.512112,0.328157696832,0.3997503088621801
842.0,0.095893,3.512175,0.336792997275,0.3997462633707271
843.0,0.094332,3.512098,0.3313032285359999,0.399742198733975
844.0,0.0945235,3.511988,0.331965397718,0.39973816336004336
845.0,0.095008,3.512089,0.333676551712,0.39973411354166727
846.0,0.095354,3.512167,0.3348991721179999,0.39973004597756473
847.0,0.0940695,3.512093,0.3303808324635,0.39972599846688095
848.0,0.092815,3.512318,0.32599579517,0.39972200520833395
849.0,0.093598,3.512267,0.328741166666,0.3997180220245733
850.0,0.0916775,3.512379,0.3220061257725,0.39971406314636815
851.0,0.093724,3.512382,0.329194490568,0.39971010157585535
852.0,0.093276,3.512477,0.327629804652,0.3997061058493596
853.0,0.0936865,3.512544,0.329077953456,0.3997021109241459
854.0,0.0938575,3.512469,0.3296715591674999,0.3996981035737186
855.0,0.093139,3.5126,0.3271600514,0.3996941079220092
856.0,0.0914165,3.512536,0.321103747244,0.3996901644284195
857.0,0.0928345,3.512446,0.326076168187,0.39968622744124
858.0,0.092122,3.5126,0.3235877372,0.3996822753792742
859.0,0.0923815,3.512661,0.3245048921715,0.39967833299679556
860.0,0.0921115,3.51261,0.323551776015,0.3996743908386759
861.0,0.0945705,3.512453,0.3321744364364999,0.39967040190705194
862.0,0.0929545,3.512484,0.326501193978,0.3996663949626075
863.0,0.091531,3.512551,0.321507305581,0.39966245296474423
864.0,0.091942,3.512842,0.322977719164,0.39965853260149636
865.0,0.091437,3.512868,0.321206111316,0.3996546142467955
866.0,0.093546,3.512664,0.328595666544,0.39965066161859036
867.0,0.091218,3.512648,0.320416725264,0.3996467136698724
868.0,0.0923195,3.512689,0.3242896921355,0.39964279192841945
869.0,0.0915735,3.512749,0.3216747205515,0.3996388625908126
870.0,0.093456,3.512711,0.328283919216,0.3996349089690177
871.0,0.0926635,3.512612,0.325490922062,0.39963093205662453
872.0,0.09222,3.512767,0.32394737274,0.3996269815544878
873.0,0.0916665,3.512728,0.321999481212,0.39962305235576984
874.0,0.0924375,3.512767,0.3247113995625,0.399619118509616
875.0,0.091566,3.512962,0.3216678784919999,0.3996151868108981
876.0,0.0913505,3.512617,0.3208793192585,0.3996112783386759
877.0,0.0927,3.512531,0.3256116237,0.39960734563568445
878.0,0.0926175,3.512498,0.325318783515,0.3996033858600434
879.0,0.091252,3.5128,0.3205500256,0.39959945702457333
880.0,0.0906815,3.512831,0.3185487843264999,0.3995955695566246
881.0,0.091953,3.512595,0.3229936480349999,0.3995916671100434
882.0,0.091197,3.512733,0.3203507114009999,0.39958775364850496
883.0,0.093818,3.512514,0.329537038452,0.3995838003365392
884.0,0.091067,3.512698,0.319890868766,0.3995798498023511
885.0,0.0916495,3.512589,0.3219270255555,0.3995759456036332
886.0,0.092648,3.512401,0.3254169278479999,0.39957200762286393
887.0,0.092024,3.512546,0.3232385331039999,0.39956806163995795
888.0,0.0916855,3.512555,0.3220503614525,0.3995641362232913
889.0,0.0917175,3.51251,0.3221586359249999,0.3995602173557699
890.0,0.0942155,3.512574,0.3309389156969999,0.39955624442841947
891.0,0.093251,3.512516,0.327545629516,0.39955223873397505
892.0,0.093146,3.512492,0.327174579832,0.3995482558920947
893.0,0.093678,3.512363,0.329031141114,0.39954426392628273
894.0,0.0925165,3.512428,0.324957545062,0.39954028541132547
895.0,0.0936795,3.512447,0.3290442787365,0.3995363068643169
896.0,0.0932285,3.512298,0.327446274093,0.39953231310363313
897.0,0.0933035,3.512189,0.3276995263614999,0.3995283273771374
898.0,0.0933005,3.512352,0.3277041977759999,0.39952434011218013
899.0,0.091797,3.512295,0.322418144115,0.3995203850373938
900.0,0.0929055,3.51213,0.326296193715,0.3995164384027784
901.0,0.094296,3.512234,0.331189617264,0.39951243837072714
902.0,0.0953095,3.512072,0.334733826284,0.3995083869711545
903.0,0.095569,3.511928,0.335631447032,0.39950430837072715
904.0,0.095577,3.511858,0.335652852066,0.3995002240544878
905.0,0.0950785,3.511926,0.3339086561909999,0.39949615021901774
906.0,0.0946935,3.512025,0.3325659393375,0.3994920952617528
907.0,0.095584,3.51192,0.33568336128,0.3994880295032058
908.0,0.095278,3.511808,0.334598042624,0.39948395125534253
909.0,0.095435,3.511943,0.335162280205,0.39947987619124
910.0,0.095071,3.511852,0.333875281492,0.39947580555021434
911.0,0.097645,3.511647,0.3428947713149999,0.39947168768696645
912.0,0.096404,3.511389,0.338511945156,0.3994675413408126
913.0,0.096634,3.511531,0.339333286654,0.39946341659722284
914.0,0.094983,3.511682,0.333550091406,0.39945932221688096
915.0,0.09656,3.511378,0.33905865968,0.39945522941773565
916.0,0.0967375,3.511487,0.3396924736625,0.3994510991292741
917.0,0.097822,3.511214,0.343473975908,0.3994469418750006
918.0,0.0996685,3.511222,0.349958229907,0.399442721992522
919.0,0.0972125,3.511419,0.3413538195375,0.39943851513354767
920.0,0.097611,3.511209,0.342732621699,0.3994343522382485
921.0,0.098854,3.511005,0.34707688827,0.39943015426816303
922.0,0.100294,3.510851,0.352117290194,0.39942589896901776
923.0,0.099358,3.510887,0.348834710546,0.3994216329006417
924.0,0.100137,3.510747,0.351555672339,0.3994173701869665
925.0,0.099156,3.510809,0.348117777204,0.3994131117895306
926.0,0.0990365,3.51097,0.347714180405,0.39940887690705196
927.0,0.1005715,3.510444,0.3530506187459999,0.39940461177884684
928.0,0.100066,3.510447,0.351276389502,0.39940032465277847
929.0,0.100784,3.510532,0.353805457088,0.3993960329861118
930.0,0.101857,3.510484,0.357567368788,0.3993917030502144
931.0,0.1007005,3.510354,0.3534944029769999,0.39938737489850495
932.0,0.1019385,3.510231,0.3578276827935,0.39938304500534255
933.0,0.1024225,3.510003,0.3595032822675,0.3993786783173084
934.0,0.1025055,3.510038,0.359798200209,0.3993742995138896
935.0,0.1034565,3.509942,0.363126314523,0.39936989861645367
936.0,0.104809,3.509761,0.367854540649,0.3993654484989323
937.0,0.103806,3.509738,0.364331862828,0.3993609909134622
938.0,0.103121,3.509663,0.361919958223,0.3993565693963682
939.0,0.105881,3.509455,0.371584604855,0.39935210354166734
940.0,0.105047,3.509464,0.3686586648079999,0.39934759653312035
941.0,-0.3568725,3.601873,-1.2854094221925,0.39935297741987247
942.0,-0.362388,3.604117,-1.306088751396,0.3993675777932699
943.0,-0.3622445,3.604725,-1.3057918052625002,0.3993822872136759
944.0,-0.3623275,3.605132,-1.30623846473,0.3993969954059836
945.0,-0.363045,3.605507,-1.308961288815,0.39941171984775714
946.0,-0.361864,3.605616,-1.304742628224,0.3994264348808768
947.0,-0.3606715,3.605816,-1.300515065444,0.3994411017339751
948.0,-0.362323,3.606118,-1.306579492114,0.3994557779043811
949.0,-0.3601845,3.606292,-1.298930480874,0.3994704441891033
950.0,-0.3611795,3.60649,-1.302590254955,0.3994850872617529
951.0,-0.35962,3.606715,-1.2970468483,0.399499718875535
952.0,-0.3608025,3.606888,-1.30137420762,0.39951434283653925
953.0,-0.3586415,3.606982,-1.293613434953,0.3995289469348298
954.0,-0.357373,3.607064,-1.289067282872,0.39954348141720164
955.0,-0.358318,3.607261,-1.292546546998,0.39955800933279995
956.0,-0.357878,3.60749,-1.29104130622,0.39957254749946663
957.0,-0.3564085,3.607546,-1.285760058541,0.39958704690491537
958.0,-0.357446,3.607745,-1.28957401927,0.3996015375411333
959.0,-0.3561335,3.60774,-1.28483707329,0.39961602259508633
960.0,-0.3563735,3.607944,-1.285775631084,0.399630485878206
961.0,-0.355735,3.607963,-1.283478717805,0.39964494107211623
962.0,-0.3541265,3.60798,-1.27768132947,0.399659350653847
963.0,-0.3544365,3.608105,-1.2788441078325,0.3996737338771376
964.0,-0.3540255,3.608202,-1.277395517151,0.39968811505021457
965.0,-0.3532765,3.608395,-1.2747611562175,0.39970247267628295
966.0,-0.3522095,3.608357,-1.2708976147915,0.39971679343910343
967.0,-0.3519125,3.608388,-1.26983684205,0.3997310865138898
968.0,-0.352084,3.60841,-1.27046342644,0.3997453770411334
969.0,-0.3513335,3.608581,-1.2678153927635,0.39975965581517187
970.0,-0.3500625,3.608686,-1.263265642875,0.3997738935544881
971.0,-0.3506675,3.608722,-1.265461521935,0.39978811777457357
972.0,-0.3497105,3.608664,-1.261987691772,0.3998023348493599
973.0,-0.3476515,3.608799,-1.2546043855485,0.399816490701924
974.0,-0.3483385,3.608843,-1.2570989573554998,0.3998306187040607
975.0,-0.3479185,3.608728,-1.255543232668,0.3998447521260693
976.0,-0.347111,3.608951,-1.252706590561,0.399858860630877
977.0,-0.347883,3.608914,-1.255479829062,0.39987296841506503
978.0,-0.345298,3.60879,-1.24610796942,0.3998870393969026
979.0,-0.3451295,3.608882,-1.245531640219,0.39990105448504365
980.0,-0.3455905,3.608918,-1.247207776079,0.39991507551068467
981.0,-0.3436825,3.608914,-1.240320585805,0.39992906716346244
982.0,-0.3445685,3.60892,-1.24352015102,0.39994303807051373
983.0,-0.3442625,3.608964,-1.24243096905,0.3999570207510693
984.0,-0.342961,3.608966,-1.237734588326,0.3999709708007488
985.0,-0.3422845,3.608899,-1.2352701897655,0.39998488069871885
986.0,-0.3413415,3.608984,-1.231896012036,0.3999987577222231
987.0,-0.341512,3.608894,-1.232480607728,0.40001261906463764
988.0,-0.340164,3.608867,-1.227606634188,0.40002645650480856
989.0,-0.3399355,3.608916,-1.2267986649179998,0.40004026194337694
990.0,-0.338584,3.608809,-1.221884986456,0.40005403530929573
991.0,-0.338944,3.608994,-1.223246862336,0.40006778854861197
992.0,-0.3382965,3.608855,-1.2208630155075,0.4000815359519239
993.0,-0.3357705,3.608682,-1.211688959481,0.4000952189358983
994.0,-0.3368,3.608918,-1.2154835824,0.4001088715422017
995.0,-0.335019,3.608714,-1.208987755566,0.40012250889369744
996.0,-0.333961,3.608731,-1.205175413491,0.40013608861591965
997.0,-0.334832,3.608775,-1.2083333508,0.4001496645422017
998.0,-0.3331485,3.608538,-1.202179021893,0.4001632239754282
999.0,-0.332391,3.6085,-1.1994329235,0.400176733858441
1000.0,-0.333602,3.608407,-1.203771792014,0.4001902529471162
1001.0,-0.3309435,3.608452,-1.1941937344620002,0.4002037426527786
1002.0,-0.330476,3.608438,-1.192502156488,0.40021716890331277
1003.0,-0.328846,3.608337,-1.186587189102,0.4002305525763897
1004.0,-0.3295885,3.608228,-1.189230454178,0.40024391823397515
1005.0,-0.329356,3.608293,-1.188412949308,0.4002572942441247
1006.0,-0.301427,3.60287,-1.08600229549,0.40027009859989393
1007.0,-0.3010775,3.602766,-1.084711780365,0.4002823289262828
1008.0,-0.299141,3.602701,-1.077715579841,0.4002945128488255
1009.0,-0.2993125,3.602422,-1.078249934875,0.4003066609433768
1010.0,-0.298124,3.602415,-1.07396636946,0.40031878839369733
1011.0,-0.2965895,3.602292,-1.068401983134,0.4003308605694452
1012.0,-0.297359,3.602277,-1.071169486443,0.40034291721634696
1013.0,-0.294182,3.602213,-1.059706224766,0.40035492499305636
1014.0,-0.293706,3.602024,-1.057936060944,0.400366858616988
1015.0,-0.294736,3.602046,-1.061652629856,0.4003788034866461
1016.0,-0.2937505,3.601943,-1.0580725572215,0.4003907492596162
1017.0,-0.2918655,3.601882,-1.051265090871,0.4004026367638897
1018.0,-0.291438,3.601684,-1.049667581592,0.4004144773263897
1019.0,-0.2916925,3.601617,-1.0505646667725002,0.40042631437713755
1020.0,-0.2891085,3.601517,-1.0412291775945,0.40043810414102643
1021.0,-0.289279,3.601422,-1.041815754738,0.4004498449129281
1022.0,-0.289742,3.60138,-1.04347104396,0.4004615985443384
1023.0,-0.288665,3.601161,-1.039529140065,0.40047333971207344
1024.0,-0.286477,3.601041,-1.031615422557,0.4004850146030991
1025.0,-0.285848,3.601,-1.029338648,0.40049663231143245
1026.0,-0.285753,3.600917,-1.028972835501,0.4005082353231846
1027.0,-0.2840695,3.600801,-1.0228777396695,0.4005198022329068
1028.0,-0.284415,3.600636,-1.02407488794,0.4005313419823726
1029.0,-0.2847225,3.600662,-1.025189486295,0.4005428949871803
1030.0,-0.2829155,3.600383,-1.0186041566364998,0.40055441755341964
1031.0,-0.2818225,3.600304,-1.01464667404,0.4005658812521376
1032.0,-0.2812515,3.600302,-1.012590337953,0.40057731117307777
1033.0,-0.281751,3.600133,-1.014341072883,0.40058873964262903
1034.0,-0.2797805,3.600073,-1.0072302239765,0.4006001382521376
1035.0,-0.2781185,3.599892,-1.001196563202,0.40061146312500084
1036.0,-0.303767,3.604923,-1.095056644941,0.4006232749033128
1037.0,-0.302806,3.605025,-1.09162320015,0.40063558781677433
1038.0,-0.301916,3.604992,-1.088404764672,0.4006478631565179
1039.0,-0.300917,3.604769,-1.084736273173,0.40066010015117604
1040.0,-0.3010445,3.604725,-1.0851826352625,0.40067231945512904
1041.0,-0.2999725,3.604444,-1.0812340777899998,0.4006845195865393
1042.0,-0.299804,3.604609,-1.080676196636,0.4006966945368598
1043.0,-0.298439,3.604379,-1.075687264381,0.400708838358441
1044.0,-0.2977425,3.604346,-1.0731669889050002,0.40072094033333416
1045.0,-0.2949505,3.604097,-1.0630302121985,0.400732971494659
1046.0,-0.2947055,3.604075,-1.0621407249125,0.4007449410074795
1047.0,-0.2944095,3.603955,-1.0610385895725,0.4007568995384624
1048.0,-0.293629,3.603804,-1.058181364716,0.4007688362174154
1049.0,-0.2932975,3.603693,-1.0569541476675,0.4007807503237188
1050.0,-0.290693,3.603441,-1.047495074613,0.4007926048317316
1051.0,-0.290698,3.603304,-1.047473266192,0.40080440657211625
1052.0,-0.288465,3.603315,-1.039430261475,0.40081616308600515
1053.0,-0.289409,3.603082,-1.0427643585380002,0.40082789343429576
1054.0,-0.288407,3.603065,-1.039149167455,0.4008396226052359
1055.0,-0.28863,3.602778,-1.03986981414,0.40085133596314193
1056.0,-0.286729,3.602576,-1.032963013904,0.4008630152590821
1057.0,-0.2842975,3.60259,-1.024207330525,0.4008746066089752
1058.0,-0.2846405,3.60247,-1.025408862035,0.40088615556410345
1059.0,-0.2832245,3.602245,-1.0202440390025,0.4008976827382488
1060.0,-0.2832585,3.602143,-1.0203376229655,0.4009091818589753
1061.0,-0.2820875,3.601945,-1.0160636601875,0.4009206578995736
1062.0,-0.280527,3.601752,-1.010388683304,0.4009320784930565
1063.0,-0.2801235,3.601717,-1.0089255720495,0.40094345921901803
1064.0,-0.2769115,3.601588,-0.997321135462,0.4009547665534197
1065.0,-0.2795435,3.601601,-1.0068041491435,0.4009660621143172
1066.0,-0.27645,3.601209,-0.9955542280499998,0.40097734830715903
1067.0,-0.277002,3.601114,-0.997515780228,0.4009885829097231
1068.0,-0.275045,3.600998,-0.99043649491,0.40099978899198807
1069.0,-0.2741475,3.600981,-0.9871999386975,0.40101093713034275
1070.0,-0.2726795,3.600645,-0.9818220782775,0.4010220372510692
1071.0,-0.2729095,3.600683,-0.9826605971885,0.4010331122414538
1072.0,-0.272955,3.600399,-0.982746909045,0.40104419282425297
1073.0,-0.271696,3.600424,-0.978220799104,0.4010552487740393
1074.0,-0.2693955,3.600248,-0.969890610084,0.40106623246901796
1075.0,-0.2690795,3.599951,-0.9686730151045,0.40107716305128294
1076.0,-0.267847,3.599824,-0.964202058928,0.4010880622003214
1077.0,-0.2661715,3.599673,-0.9581303619195,0.40109890231944534
1078.0,-0.2658645,3.599616,-0.957010108032,0.40110970219551373
1079.0,-0.2648905,3.599247,-0.9534063374535,0.401120476068377
1080.0,-0.2654125,3.5991,-0.95524612875,0.4011312407660265
1081.0,-0.2633515,3.598874,-0.947768866211,0.40114197422329145
1082.0,-0.260717,3.598795,-0.938267036015,0.40115261236591965
1083.0,-0.25973,3.598545,-0.93465009285,0.40116317699519316
1084.0,-0.260275,3.598526,-0.93660635465,0.40117373265224443
1085.0,-0.2584015,3.598276,-0.929799915814,0.4011842613418812
1086.0,-0.2572615,3.598051,-0.9256399973365,0.4011947288600436
1087.0,-0.2555145,3.597963,-0.9193317169635,0.4012051377745735
1088.0,-0.25528,3.597702,-0.91842136656,0.401215506466347
1089.0,-0.254992,3.597629,-0.917366613968,0.4012258645518171
1090.0,-0.2541565,3.597327,-0.9142840396755,0.4012361998311974
1091.0,-0.2529015,3.59711,-0.909714514665,0.4012464926752145
1092.0,-0.2521185,3.597124,-0.906901507194,0.40125674414957346
1093.0,-0.249649,3.59681,-0.89794001969,0.40126692960096233
1094.0,-0.251128,3.596673,-0.903225297144,0.4012770949460478
1095.0,-0.24896,3.596442,-0.89537020032,0.40128724630502216
1096.0,-0.247537,3.596202,-0.890193054474,0.40129732476976576
1097.0,-0.247019,3.596192,-0.8883277516479999,0.40130736383386834
1098.0,-0.24508,3.595843,-0.88126920244,0.4013173530229709
1099.0,-0.2460395,3.595821,-0.8847140009294999,0.40132732232906065
1100.0,-0.2439865,3.59558,-0.87727297967,0.401337269438035
1101.0,-0.216833,3.590052,-0.778441745316,0.40134662368002216
1102.0,-0.2141495,3.589646,-0.768720896077,0.40135537225641105
1103.0,-0.2129295,3.589374,-0.7642836111329999,0.40136404159508626
1104.0,-0.212175,3.589308,-0.7615614249,0.4013726708530991
1105.0,-0.211955,3.58902,-0.7607107341,0.4013812803295948
1106.0,-0.2121065,3.589221,-0.7612971040365001,0.4013898884155991
1107.0,-0.2123035,3.589367,-0.7620351768845001,0.4013985035758555
1108.0,-0.21592,3.589596,-0.77506556832,0.4014071961469025
1109.0,-0.215036,3.589799,-0.771936017764,0.401415944185364
1110.0,-0.2156065,3.589923,-0.7740107332995001,0.40142468586004354
1111.0,-0.2172355,3.590181,-0.7799147646254999,0.4014334721826931
1112.0,-0.2172995,3.590259,-0.7801614855705,0.40144229287179567
1113.0,-0.216804,3.590344,-0.778400940576,0.40145110480181706
1114.0,-0.217278,3.590663,-0.780172075314,0.4014599162954068
1115.0,-0.2208225,3.590869,-0.7929446697525,0.4014688093611119
1116.0,-0.2199285,3.590926,-0.789746968791,0.40147775622970167
1117.0,-0.221802,3.591293,-0.796555969986,0.4014867229813042
1118.0,-0.2216235,3.591276,-0.795911156586,0.40149572413995804
1119.0,-0.220877,3.59162,-0.7933062507399999,0.4015047065219025
1120.0,-0.222729,3.591779,-0.799993344891,0.4015137113445521
1121.0,-0.223728,3.591876,-0.803603233728,0.4015227740400649
1122.0,-0.226566,3.592189,-0.813867892974,0.40153191462339827
1123.0,-0.2259185,3.592263,-0.8115586685655,0.4015410996720094
1124.0,-0.2281405,3.592549,-0.8196059251345,0.4015503166816248
1125.0,-0.228877,3.592725,-0.8222921198250001,0.40155959374626155
1126.0,-0.2268655,3.592855,-0.8150948460025,0.401568844929488
1127.0,-0.228827,3.592856,-0.822142459912,0.40157809509775727
1128.0,-0.2277765,3.593109,-0.8184257921385,0.40158736375854787
1129.0,-0.2298665,3.593375,-0.8259965344375,0.4015966535203
1130.0,-0.231142,3.593669,-0.8306478399979998,0.40160601159882564
1131.0,-0.2563765,3.598898,-0.922672873097,0.4016159078076932
1132.0,-0.2601405,3.599341,-0.9363343674105,0.40162639266132566
1133.0,-0.259959,3.599569,-0.935740357671,0.4016369502366462
1134.0,-0.2600535,3.599729,-0.9361221255015,0.40164750604594107
1135.0,-0.2622155,3.60001,-0.943978422155,0.40165810766025734
1136.0,-0.2613685,3.600163,-0.9409692030655,0.40166873596794966
1137.0,-0.2607225,3.600205,-0.9386544481125,0.40167933396901806
1138.0,-0.261063,3.600545,-0.939969079335,0.40168992576869755
1139.0,-0.264606,3.600848,-0.952805985888,0.4017005964001078
1140.0,-0.2640715,3.600846,-0.950880804489,0.4017113281014967
1141.0,-0.264295,3.601089,-0.951749817255,0.4017220534898514
1142.0,-0.265755,3.601284,-0.95705922942,0.40173281305181724
1143.0,-0.264696,3.601374,-0.953269292304,0.40174358075374034
1144.0,-0.267105,3.601648,-0.96201818904,0.40175437585950957
1145.0,-0.266838,3.601708,-0.961072559304,0.401765214446048
1146.0,-0.269046,3.601838,-0.969060106548,0.4017760924332275
1147.0,-0.2693745,3.60212,-0.9703192739400002,0.401787021909189
1148.0,-0.2682285,3.602175,-0.9662059969875,0.4017979347905993
1149.0,-0.2702625,3.602348,-0.97357957635,0.40180886569765056
1150.0,-0.270667,3.602598,-0.975104392866,0.40181984610416766
1151.0,-0.2699615,3.6028,-0.9726172922,0.401830820400642
1152.0,-0.2710645,3.602903,-0.9766191002435,0.4018418027660266
1153.0,-0.272505,3.603095,-0.981861402975,0.4018528367622873
1154.0,-0.273913,3.60327,-0.9869824955100002,0.40186392858066333
1155.0,-0.2721905,3.603317,-0.9807886558885,0.4018750140149582
1156.0,-0.274672,3.603492,-0.989778354624,0.4018861148563043
1157.0,-0.2744485,3.603688,-0.989026766068,0.40189726153312055
1158.0,-0.274304,3.603916,-0.988568574464,0.40190840073985135
1159.0,-0.274497,3.60398,-0.98928169806,0.40191954093109067
1160.0,-0.274258,3.604136,-0.988463131088,0.4019306801885693
1161.0,-0.275015,3.604318,-0.99124151477,0.4019418299610052
1162.0,-0.277077,3.604339,-0.998679437103,0.4019530369567317
1163.0,-0.275896,3.604412,-0.994442853152,0.4019642618360052
1164.0,-0.2769785,3.604605,-0.9983980859925,0.4019754847158129
1165.0,-0.2772415,3.604715,-0.9993765936725,0.4019867349081206
1166.0,-0.279314,3.604982,-1.006921942348,0.4019980325090821
1167.0,-0.2783555,3.604991,-1.0034690723005,0.4020093527232915
1168.0,-0.278952,3.605096,-1.005648739392,0.40202066558921035
1169.0,-0.2792615,3.605313,-1.0068251163495,0.4020319968461548
1170.0,-0.2796,3.60542,-1.008075432,0.4020433412569454
1171.0,-0.278643,3.605642,-1.004686903806,0.40205467311271464
1172.0,-0.280763,3.605614,-1.012323003482,0.40206602857638984
1173.0,-0.2800885,3.605733,-1.0099243473705,0.4020774133824796
1174.0,-0.282005,3.605894,-1.01688013747,0.4020888234001078
1175.0,-0.281002,3.605983,-1.013288434966,0.40210025196100524
1176.0,-0.280669,3.606178,-1.012142373082,0.40211165340224453
1177.0,-0.2825125,3.606282,-1.0188197435250002,0.4021230855053428
1178.0,-0.2820225,3.60647,-1.017105685575,0.4021345450833343
1179.0,-0.281992,3.606499,-1.017003866008,0.40214599409562063
1180.0,-0.283191,3.606639,-1.021367705049,0.40215746682745823
1181.0,-0.283393,3.606956,-1.022186081708,0.4021689679983984
1182.0,-0.2841595,3.606961,-1.0249522342795,0.4021804888290608
1183.0,-0.2836905,3.607089,-1.0232968819545,0.40219201569871893
1184.0,-0.2844625,3.607011,-1.0260593665875,0.4022035487190181
1185.0,-0.2844055,3.607156,-1.025895005758,0.4022150962532061
1186.0,-0.2852295,3.607347,-1.0289217811365,0.4022266593568386
1187.0,-0.285877,3.607548,-1.031314999596,0.4022382523306634
1188.0,-0.285391,3.607551,-1.029562587441,0.40224984858280016
1189.0,-0.285924,3.607715,-1.03153230366,0.40226144578899675
1190.0,-0.287345,3.607855,-1.036699094975,0.4022730826597232
1191.0,-0.2872885,3.607822,-1.036485770647,0.4022847472286335
1192.0,-0.287539,3.607819,-1.037388667441,0.40229641573557795
1193.0,-0.287423,3.607998,-1.037021609154,0.40230808697275744
1194.0,-0.288038,3.607986,-1.039237071468,0.4023197683392104
1195.0,-0.2874755,3.608327,-1.0373056084885,0.4023314507713685
1196.0,-0.260017,3.603004,-0.936842291068,0.4023425644011762
1197.0,-0.2614495,3.602984,-0.941998365308,0.40235314972542835
1198.0,-0.261708,3.603103,-0.942960879924,0.4023637693755352
1199.0,-0.261123,3.603005,-0.940827474615,0.4023743823979711
1200.0,-0.2605885,3.603021,-0.9389058378585,0.4023849726955138
1201.0,-0.2613705,3.603057,-0.9417328096185,0.40239556801709503
1202.0,-0.2633185,3.603158,-0.948778159823,0.4024062187553429
1203.0,-0.261677,3.603224,-0.942880846648,0.4024168757152788
1204.0,-0.2620635,3.603262,-0.944283451137,0.4024275071997873
1205.0,-0.2624775,3.603354,-0.945799349535,0.40243815493376167
1206.0,-0.2597485,3.603339,-0.9359619002415,0.40244875567521465
1207.0,-0.2627375,3.603406,-0.946749883925,0.4024593616944454
1208.0,-0.26359,3.603619,-0.94987793221,0.40247004569284284
1209.0,-0.262416,3.603665,-0.94565935464,0.40248072316506506
1210.0,-0.2635725,3.603596,-0.94980880671,0.4024914002820522
1211.0,-0.2635535,3.603716,-0.949771964806,0.40250210048931717
1212.0,-0.2627695,3.603663,-0.9469327246785,0.40251278439636845
1213.0,-0.2628305,3.603694,-0.947160695867,0.4025234536271377
1214.0,-0.262867,3.603772,-0.947312734324,0.4025341248370736
1215.0,-0.261614,3.603786,-0.942800870604,0.40254477135309924
1216.0,-0.2625505,3.603817,-0.9461839552585,0.4025554114444454
1217.0,-0.262435,3.603842,-0.94577427527,0.40256606820138985
1218.0,-0.2639545,3.603836,-0.951248729462,0.40257675345833427
1219.0,-0.2636195,3.603916,-0.950062533962,0.4025874627596163
1220.0,-0.2623545,3.603853,-0.9454870518885,0.40259813958226587
1221.0,-0.261377,3.60395,-0.94198963915,0.4026087708840821
1222.0,-0.262669,3.603957,-0.946647781233,0.4026194085699795
1223.0,-0.263541,3.604002,-0.949802291082,0.4026300901832274
1224.0,-0.262197,3.604029,-0.944965591713,0.40264076221527867
1225.0,-0.263313,3.604074,-0.948999537162,0.4026514296191248
1226.0,-0.2887465,3.609356,-1.042188912254,0.4026626359551291
1227.0,-0.288784,3.609495,-1.04236440408,0.40267435933066326
1228.0,-0.2899505,3.609558,-1.046593146879,0.4026861071463684
1229.0,-0.2903585,3.609614,-1.048082106619,0.4026978869230778
1230.0,-0.290024,3.609673,-1.046891802152,0.40270966819177434
1231.0,-0.2893425,3.609748,-1.04445351069,0.4027214288365393
1232.0,-0.2901625,3.609855,-1.0474445514375,0.40273319229273585
1233.0,-0.290004,3.60982,-1.04686223928,0.40274496917681707
1234.0,-0.288823,3.609849,-1.042607417727,0.40275671887019315
1235.0,-0.290248,3.609913,-1.047770028424,0.4027684735165607
1236.0,-0.289402,3.609898,-1.044711700996,0.4027802399161334
1237.0,-0.28919,3.609963,-1.04396519997,0.4027919848392103
1238.0,-0.288902,3.609864,-1.042896929328,0.40280371961271455
1239.0,-0.2885675,3.609789,-1.0416677872575,0.4028154417500009
1240.0,-0.2904165,3.60983,-1.048354194195,0.4028271946303428
1241.0,-0.287811,3.60979,-1.03893726969,0.4028389321543812
1242.0,-0.287831,3.609815,-1.039016661265,0.4028506171949795
1243.0,-0.2875445,3.60988,-1.03800113966,0.40286229682585556
1244.0,-0.287264,3.609915,-1.03699862256,0.40287396494711625
1245.0,-0.287576,3.609946,-1.038133830896,0.4028856337078
1246.0,-0.2874555,3.610004,-1.037715504822,0.4028973063557701
1247.0,-0.2872105,3.609933,-1.0368106618964998,0.4029089715844026
1248.0,-0.2870155,3.609891,-1.0360946703105,0.40292062788141114
1249.0,-0.2869585,3.609823,-1.0358693933455,0.4029322790630351
1250.0,-0.286911,3.609857,-1.035707681727,0.40294392812339835
1251.0,-0.284968,3.609839,-1.028688600152,0.40295553677831286
1252.0,-0.2857415,3.609844,-1.031482239326,0.40296712169337695
1253.0,-0.2850705,3.609884,-1.029071436822,0.40297870868910346
1254.0,-0.285348,3.609854,-1.030064619192,0.40299028769711626
1255.0,-0.2866705,3.609711,-1.0347976572255,0.40300189918376156
